"Property ID","Property Type","Listing Type","Bedrooms","Reporting Month","Occupancy Rate","Active Listing Nights","Currency","Revenue (USD)","Revenue Potential (USD)","ADR (USD)","Cleaning Fee Total (USD)","Number of Reservations","Reservation Days","Available Days","Blocked Days","Country","State","City","Postal Code","Neighborhood","Metropolitan Statistical Area","Latitude","Longitude","Active","Scraped During Month","Airbnb Property ID","Airbnb Host ID","Vrbo Property ID","Vrbo Host ID","Property Manager","Revenue (Native)","ADR (Native)","Revenue Potential (Native)","Cleaning Fee Total (Native)"
"abnb_47497304","House","Entire home/apt","3","8/1/2025","0","23","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.0396","-89.6389","True","True","47497304","389150950","10926361ha","","","0","0","0","0"
"abnb_47508909","Apartment","Entire home/apt","1","8/1/2025","0.2","30","usd","263","271.77","43.83","16","2","6","24","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97033","-89.62198","True","True","47508909","273638721","","","","4923.22","820.54","5093.72","296"
"abnb_47527680","House","Entire home/apt","2","8/1/2025","0.451613","31","usd","795","795","56.79","128","4","14","17","0","Mexico","Yucatan","Merida","","97314","","20.99653","-89.6875","True","True","47527680","152990588","","","","15020.24","1072.87","14900.72","2489"
"abnb_47536848","Loft","Entire home/apt","2","8/1/2025","0.129032","31","usd","147","147","36.75","12","1","4","27","0","Mexico","Yucatan","Merida","","97314","","20.99709","-89.68579","True","True","47536848","171189678","","","","2756.05","689.01","2755.23","236"
"abnb_47537868","House","Entire home/apt","1","8/1/2025","0.266667","30","usd","580","599.33","72.5","137","3","8","22","1","Mexico","Yucatan","Merida","","Merida Este","","20.96755","-89.60716","True","True","47537868","372851925","","","","10869.6","1358.7","11233.34","2584"
"abnb_54020807","House","Entire home/apt","2","8/1/2025","0.75","8","usd","527","2042.07","87.83","0","2","6","2","23","Mexico","Yucatan","Merida","","","","21.01865","-89.69048","True","True","54020807","107462502","","","","9908.51","1651.42","38274.57","0"
"abnb_54030973","Casa particular (Cuba)","Private room","0","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","21.00812","-89.58202","True","True","54030973","174670811","","","","0","0","0","0"
"abnb_54031839","House","Entire home/apt","3","8/1/2025","0.903226","31","usd","3210","3210","114.64","214","7","28","3","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9590110779","-89.630645752","True","True","54031839","174791805","","","","60229.99","2151.07","60165.19","4174"
"abnb_42505916","House","Entire home/apt","1","8/1/2025","0","5","usd","0","0","0","0","0","0","11","20","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9739","-89.62824","True","True","42505916","75578778","","","","0","0","0","0"
"abnb_42536135","Apartment","Private room","1","8/1/2025","0","27","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97618","-89.60358","True","True","42536135","149447432","","","","0","0","0","0"
"abnb_42536151","House","Private room","1","8/1/2025","0.136364","22","usd","87","110.73","29","0","1","3","22","6","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.03217","-89.63078","True","True","42536151","169766973","","","","1636.26","545.42","2075.37","0"
"abnb_40225462","House","Entire home/apt","1","8/1/2025","0.285714","21","usd","415","434.76","69.17","60","3","6","24","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97547","-89.62095","True","True","40225462","158696140","","","","7758.71","1293.12","8148.78","1120"
"abnb_40236439","House","Entire home/apt","2","8/1/2025","0.294118","17","usd","623","1136.06","124.6","112","3","5","12","14","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97293","-89.6292","True","True","40236439","23115126","","","","11724.93","2344.99","21293.22","2135"
"abnb_40238202","Loft","Entire home/apt","0","8/1/2025","1","2","usd","69","1000.5","34.5","16","1","2","2","27","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.03543","-89.64778","True","True","40238202","139273817","","","","1308.41","654.21","18752.42","318"
"abnb_40239972","Apartment","Entire home/apt","1","8/1/2025","0.451613","31","usd","384","384","27.43","0","4","14","17","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97023","-89.62836","True","True","40239972","71977272","","","","7236.03","516.86","7197.33","0"
"abnb_557894858375863042","House","Private room","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.01944","-89.62617","True","True","557894858375863042","98325961","","","","0","0","0","0"
"abnb_558105486823138050","House","Entire home/apt","2","8/1/2025","0","0","usd","0","96.95","0","0","0","0","17","14","Mexico","Yucatan","Merida","","","","21.07925","-89.66077","True","True","558105486823138050","77723598","","","","0","0","1817.18","0"
"abnb_573187134329761878","Guest house","Entire home/apt","1","8/1/2025","0.857143","14","usd","227","502.69","18.92","32","3","12","2","17","Mexico","Yucatan","Merida","","Merida Norte Zona 2","","21.0197658539","-89.6146011353","True","True","573187134329761878","10813475","","","Casa Martina","4386.13","365.51","9421.97","642"
"abnb_573274923055166271","Apartment","Entire home/apt","1","8/1/2025","0.870968","31","usd","729","729","27","0","8","27","4","0","Mexico","Yucatan","Merida","","Merida Este","","20.9640885","-89.6093478","True","True","573274923055166271","257226673","","","","13744.67","509.06","13663.68","0"
"abnb_582535303491046250","Serviced apartment","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9564","-89.64119","True","True","582535303491046250","373870101","","","","0","0","0","0"
"abnb_582581699655132648","Condominium (condo)","Entire home/apt","2","8/1/2025","0.230769","26","usd","486","579.46","81","60","2","6","20","5","Mexico","Yucatan","Merida","","","","21.0325061594","-89.5696043596","True","True","582581699655132648","114870667","","","","9160.62","1526.77","10860.87","1122"
"abnb_583003207497012567","Serviced apartment","Private room","1","8/1/2025","0.677419","31","usd","340","340","16.19","0","13","21","10","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9586","-89.63593","True","True","583003207497012567","175975458","","","","6326.85","301.28","6372.64","0"
"abnb_829544466384000507","Villa","Entire home/apt","4","8/1/2025","0.117647","17","usd","1332","2428.94","666","174","1","2","15","14","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9749243","-89.6316074","True","True","829544466384000507","1799871","","","","24998.52","12499.26","45525.76","3280"
"abnb_829647488584131066","Guest suite","Private room","0","8/1/2025","0.166667","30","usd","60","60","12","5","1","5","26","0","Mexico","Yucatan","Merida","","Merida Oeste","","21.0111678752","-89.6462645754","True","True","829647488584131066","94291134","","","","1159.3","231.86","1124.58","170"
"abnb_829774227931966053","Condominium (condo)","Entire home/apt","1","8/1/2025","0.862069","29","usd","1061","1134.17","42.44","67","3","25","4","2","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.02454","-89.60647","True","True","829774227931966053","445402813","","","","20020.44","800.82","21257.85","1503"
"abnb_830316133134563863","House","Entire home/apt","1","8/1/2025","0.064516","31","usd","230","230","115","0","1","2","29","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9840341915","-89.6255918294","True","True","830316133134563863","371579229","","","","4327.02","2163.51","4310.9","0"
"abnb_8304743","House","Entire home/apt","2","8/1/2025","1","31","usd","3976","3976","128.26","157","6","31","0","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9805","-89.62218","True","True","8304743","21569212","1953172","","","74371.1","2399.07","74522.37","2936"
"vrbo_3934891","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","21.00149","-89.59744","True","True","","","3934891","","","0","0","0","0"
"vrbo_3943423","Apartment","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.036112","-89.624214","True","True","","","3943423","","","0","0","0","0"
"vrbo_3944274","","Entire home/apt","","8/1/2025","0.258065","31","usd","208","208","26","0","3","8","23","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96846","-89.6256","True","True","","","3944274","","","3898.56","487.32","3898.55","0"
"vrbo_7584198ha","House","Entire home/apt","12","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","12090856","Merida Centro Norte","","20.986555","-89.62035","True","True","","","7584198ha","","","0","0","0","0"
"abnb_1376198665322450560","Apartment","Entire home/apt","1","8/1/2025","0.5","22","usd","553","779.22","50.27","21","3","11","11","9","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0211741526","-89.6133490012","True","True","1376198665322450560","9152189","","","","10461.83","951.08","14604.87","443"
"abnb_1376222045187909755","Bed & Breakfast","Private room","0","8/1/2025","0","0","usd","0","0","0","0","0","0","23","8","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9794013272","-89.6353278682","True","True","1376222045187909755","35404436","","","","0","0","0","0"
"abnb_1376250543442754240","House","Entire home/apt","1","8/1/2025","0.689655","29","usd","844","902.21","42.2","41","6","20","9","2","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.9748134798","-89.6631228158","True","True","1376250543442754240","684134316","","","","15983.86","799.19","16910.11","884"
"abnb_1376260447533452528","House","Entire home/apt","2","8/1/2025","1","30","usd","4191","4330.7","139.7","478","9","30","0","1","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9615651588","-89.6266975254","True","True","1376260447533452528","66585571","","","","78698.55","2623.29","81170.53","9103"
"abnb_1376442232315605450","House","Entire home/apt","2","8/1/2025","0.774194","31","usd","1228","1228","51.17","0","6","24","7","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.95489","-89.62185","True","True","1376442232315605450","599194213","","","","22944.1","956","23016.47","0"
"abnb_1376759221245069537","Apartment","Entire home/apt","1","8/1/2025","0.645161","31","usd","1285","1285","64.25","133","6","20","11","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0266960642","-89.6213032678","True","True","1376759221245069537","679858164","","","","24259.3","1212.97","24084.82","2651"
"abnb_1376883152679666279","House","Entire home/apt","2","8/1/2025","0.409091","22","usd","1036","1459.81","115.11","97","3","9","13","9","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9552708215","-89.626031787","True","True","1376883152679666279","137160980","","","","19522.46","2169.16","27361.37","1908"
"abnb_1376899800798418917","Hotel","Private room","1","8/1/2025","0.08","25","usd","488","488","244","0","2","2","29","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9671263","-89.6206077","True","True","1376899800798418917","345894571","","","","9144.92","4572.46","9146.61","0"
"abnb_1376926234537073094","Apartment","Entire home/apt","1","8/1/2025","0.363636","22","usd","377","531.24","47.13","50","2","8","14","9","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0428969068","-89.6200545233","True","True","1376926234537073094","679794833","","","","7106.6","888.33","9957.12","1010"
"abnb_1377109960988178441","Hotel","Private room","1","8/1/2025","0.117647","17","usd","444","444","222","0","1","2","29","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9671263","-89.6206077","True","True","1377109960988178441","345894571","","","","8326.8","4163.4","8321.91","0"
"abnb_1377610465636527010","Hotel","Private room","1","8/1/2025","0.428571","21","usd","1664","1664","184.89","0","4","9","22","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9671263","-89.6206077","True","True","1377610465636527010","345894571","","","","31198.19","3466.47","31188.44","0"
"abnb_1377652917629720766","House","Private room","0","8/1/2025","0.428571","28","usd","208","230.28","17.33","0","6","12","16","3","Mexico","Yucatan","Merida","","Merida Sud Este","","20.934646","-89.5912187","True","True","1377652917629720766","362867640","","","","3963.39","330.28","4316.18","0"
"abnb_1107280373761874236","Guest house","Entire home/apt","3","8/1/2025","0.967742","31","usd","1300","1300","43.33","308","13","30","1","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9973627","-89.6172254","True","True","1107280373761874236","10813475","","","Casa Martina","24318.95","810.63","24365.97","5822"
"abnb_1107287177110018845","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","4","27","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","20.99861","-89.60226","True","True","1107287177110018845","119914274","","","","0","0","0","0"
"abnb_1107578790980162441","Hotel","Private room","1","8/1/2025","0.16129","31","usd","109","109","21.8","47","3","5","26","0","Mexico","Yucatan","Merida","","Merida Oeste","","20.995889756","-89.6524342069","True","True","1107578790980162441","267574178","","","","2067.14","413.43","2042.99","895"
"abnb_1107892110545753084","Hotel","Private room","1","8/1/2025","0.580645","31","usd","1751","1751","97.28","0","10","18","13","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9749527804","-89.6190358581","True","True","1107892110545753084","557960848","","","","32882.83","1826.82","32819.08","0"
"abnb_1107907073786938044","Hotel","Private room","1","8/1/2025","0.677419","31","usd","1872","1872","89.14","0","8","21","10","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9750048976","-89.6189962","True","True","1107907073786938044","557960848","","","","35191.34","1675.78","35086.99","0"
"abnb_1108128489573655336","Condominium (condo)","Entire home/apt","1","8/1/2025","1","31","usd","718","718","23.16","55","7","31","0","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98398","-89.61557","True","True","1108128489573655336","565050345","","","","13869.75","447.41","13457.51","1308"
"abnb_1215999050280234080","House","Entire home/apt","3","8/1/2025","0.419355","31","usd","985","985","75.77","0","3","13","18","0","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0243082291","-89.6178184077","True","True","1215999050280234080","230691953","","","","18460.69","1420.05","18461.9","0"
"abnb_1228330032366111998","House","Entire home/apt","1","8/1/2025","0.967742","31","usd","1042","1042","34.73","107","8","30","1","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.02524","-89.62871","True","True","1228330032366111998","134721190","","","Rodrigo","19600.8","653.36","19530.26","2120"
"abnb_1228549597465020824","House","Entire home/apt","3","8/1/2025","0.789474","19","usd","3449","5627.29","229.93","280","6","15","4","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9902029112","-89.6159094417","True","True","1228549597465020824","597522195","","","","64707.18","4313.81","105472.49","5280"
"abnb_1228974532448282283","House","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","97314","","20.9910395","-89.7081327","True","True","1228974532448282283","558644370","","","","0","0","0","0"
"abnb_1228977115760992992","House","Entire home/apt","2","8/1/2025","0","18","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.9611","-89.64877","True","True","1228977115760992992","489090540","","","","0","0","0","0"
"abnb_1229001195086899567","House","Entire home/apt","2","8/1/2025","0.421053","19","usd","748","1220.42","93.5","70","2","8","11","12","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9755","-89.62624","True","True","1229001195086899567","269118907","3216369","","","14071.16","1758.9","22874.42","1390"
"abnb_1229118513360429627","Apartment","Entire home/apt","1","8/1/2025","1","30","usd","990","990","33","0","1","30","1","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.95709","-89.62575","True","True","1229118513360429627","324085182","11811341ha","","","18555.6","618.52","18555.62","0"
"abnb_1405424446663695713","House","Entire home/apt","4","8/1/2025","0.096774","31","usd","1695","1695","565","131","2","3","28","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9780341511","-89.6153517347","True","True","1405424446663695713","192486053","","","","31794.17","10598.06","31769.47","2470"
"abnb_1405977578171698040","House","Entire home/apt","1","8/1/2025","0.333333","18","usd","370","575.57","61.67","64","2","6","15","10","Mexico","Yucatan","Merida","","Merida Este","","20.9645676438","-89.6093681082","True","True","1405977578171698040","183348099","","","","6939.66","1156.61","10787.87","1194"
"abnb_1406020267789944921","House","Entire home/apt","1","8/1/2025","0.612903","31","usd","1126","1126","59.26","93","4","19","12","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9714692186","-89.6373177577","True","True","1406020267789944921","433683048","","","","21293.56","1120.71","21104.67","2016"
"abnb_1406158206859401672","House","Entire home/apt","3","8/1/2025","0","21","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Este","","20.9619557226","-89.57158534","True","True","1406158206859401672","252629634","","","","0","0","0","0"
"abnb_1406727343940582422","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9591020777","-89.6299218759","True","True","1406727343940582422","651015617","","","","0","0","0","0"
"abnb_1406784997827162602","House","Entire home/apt","1","8/1/2025","0","25","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9778786488","-89.625453651","True","True","1406784997827162602","37171939","","","","0","0","0","0"
"abnb_34344629","Guest suite","Private room","1","8/1/2025","0.888889","27","usd","542","622.28","22.58","0","11","24","3","4","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9902805","-89.620398","True","True","34344629","257967195","","","","10290.36","428.77","11663.51","0"
"abnb_34536774","Guest suite","Private room","1","8/1/2025","0.733333","30","usd","513","530.1","23.32","0","8","22","8","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98482","-89.61307","True","True","34536774","22032144","","","","9726.73","442.12","9935.72","0"
"abnb_34536900","Guest suite","Private room","1","8/1/2025","0.269231","26","usd","671","671","95.86","0","1","7","24","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98485","-89.61263","True","True","34536900","22032144","","","","12604.88","1800.7","12576.59","0"
"abnb_30092182","Boutique hotel","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97388","-89.61877","True","True","30092182","217647847","","","","0","0","0","0"
"abnb_30103755","Serviced apartment","Entire home/apt","2","8/1/2025","0.1","10","usd","85","110.5","85","19","1","1","27","3","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.995303","-89.623445","True","True","30103755","26414920","3464649","","","1599.79","1599.79","2071.11","356"
"abnb_41085550","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.03187","-89.65375","True","True","41085550","321303511","","","","0","0","0","0"
"abnb_41093761","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","97314","","20.99498","-89.68431","True","True","41093761","102895391","9368529ha","","","0","0","0","0"
"abnb_41103473","House","Entire home/apt","2","8/1/2025","0","23","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","21.00317","-89.68526","True","True","41103473","58107364","","","","0","0","0","0"
"abnb_5885379","Apartment","Entire home/apt","3","8/1/2025","0.15","20","usd","138","179.4","46","9","1","3","22","6","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 2","","20.99989","-89.593","True","True","5885379","30565278","","","","2598.24","866.08","3362.5","168"
"abnb_605699694462723878","Serviced apartment","Entire home/apt","1","8/1/2025","1","1","usd","25","775","25","8","1","1","0","30","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.98465","-89.66161","True","True","605699694462723878","397568811","","","","471.78","471.78","14525.86","149"
"abnb_678162946543697069","House","Entire home/apt","2","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Nord-Este Zona 1","","21.00543","-89.56429","True","True","678162946543697069","471284891","","","","0","0","0","0"
"abnb_678915885448431515","House","Entire home/apt","2","8/1/2025","0.533333","30","usd","3451","3566.03","215.69","190","8","16","14","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98018","-89.61798","True","True","678915885448431515","381604239","","","","64823.71","4051.48","66838.36","3627"
"abnb_679030915415492121","House","Entire home/apt","2","8/1/2025","0.578947","19","usd","622","851.18","56.55","60","3","11","13","7","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.0256784","-89.6364398","True","True","679030915415492121","202158910","","","","11735.8","1066.89","15953.64","1174"
"abnb_679601683329425121","Condominium (condo)","Entire home/apt","1","8/1/2025","0.580645","31","usd","406","406","22.56","44","3","18","13","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97711","-89.59967","True","True","679601683329425121","111683241","","","","7806.44","433.69","7609.68","1056"
"abnb_679685940256921222","House","Entire home/apt","3","8/1/2025","1","31","usd","3198","3198","103.16","341","7","31","0","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.98185","-89.62337","True","True","679685940256921222","233866648","4246632","","","60197.87","1941.87","59940.27","6629"
"abnb_679746877934238897","Apartment","Entire home/apt","1","8/1/2025","1","5","usd","143","858","28.6","24","2","5","1","25","Mexico","Yucatan","Merida","","","","21.05072","-89.65325","True","True","679746877934238897","455374315","","","","2674.54","534.91","16081.54","485"
"abnb_679746940727791935","Hotel","Private room","1","8/1/2025","0.16129","31","usd","115","115","23","0","3","5","26","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9926684125","-89.6265820947","True","True","679746940727791935","455374315","","","","2166.69","433.34","2155.45","0"
"abnb_40662124","Guest suite","Entire home/apt","1","8/1/2025","0.333333","9","usd","82","227.76","27.33","9","1","3","12","16","Mexico","Yucatan","Merida","","Merida Este","","20.98554","-89.58038","True","True","40662124","301535034","","","","1579.62","526.54","4268.91","204"
"abnb_40677840","House","Entire home/apt","2","8/1/2025","0.884615","26","usd","1907","2273.72","82.91","177","6","23","3","5","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.96486","-89.61466","True","True","40677840","38659931","","","","35883.73","1560.16","42616.39","3406"
"abnb_643438854992876774","Apartment","Entire home/apt","1","8/1/2025","0.16129","31","usd","385","385","77","99","4","5","26","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.995768","-89.602509","True","True","643438854992876774","260667425","","","","7251.86","1450.37","7216.07","1872"
"abnb_43744986","House","Private room","1","8/1/2025","0.357143","14","usd","175","387.5","35","0","3","5","9","17","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9939","-89.62219","True","True","43744986","343383933","","","","3272.54","654.51","7262.93","0"
"abnb_43751592","Apartment","Entire home/apt","1","8/1/2025","0.888889","9","usd","112","385.78","14","0","3","8","1","22","Mexico","Yucatan","Merida","","Merida Este","","20.99111","-89.57113","True","True","43751592","222903954","","","","2036.27","254.53","7230.65","0"
"abnb_652694167023432741","House","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.97991","-89.61516","True","True","652694167023432741","72282390","","","","0","0","0","0"
"vrbo_8368890ha","Apartment","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","E10","Merida Centro Sud","","20.966864","-89.61676","True","True","","","8368890ha","","","0","0","0","0"
"vrbo_4507636","House","Entire home/apt","2","8/1/2025","0","3","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.962936","-89.63151","True","True","","","4507636","","","0","0","0","0"
"vrbo_4508167","House","Entire home/apt","3","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.97021","-89.63306","True","True","","","4508167","","","0","0","0","0"
"vrbo_4423334","House","Entire home/apt","3","8/1/2025","0.129032","31","usd","480","480","120","0","1","4","27","0","Mexico","Yucatan","Merida","","","","20.958418","-89.60918","True","True","","","4423334","","","8996.68","2249.17","8996.66","0"
"vrbo_4428149ha","House","Entire home/apt","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","","","21.061323","-89.64616","True","True","","","4428149ha","","","0","0","0","0"
"vrbo_4433621","House","Entire home/apt","3","8/1/2025","0","16","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.979073","-89.62822","True","True","","","4433621","","","0","0","0","0"
"abnb_1036999376600945849","House","Entire home/apt","3","8/1/2025","0.3","30","usd","463","478.43","51.44","64","2","9","21","1","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.97468","-89.64449","True","True","1036999376600945849","480159597","","","","8722.13","969.13","8967.27","1191"
"abnb_1037225518000832522","Apartment","Entire home/apt","2","8/1/2025","0.25","4","usd","136","952","136","48","1","1","6","24","Mexico","Yucatan","Merida","","","","21.0439256","-89.5997262","True","True","1037225518000832522","549035340","","","","2544.66","2544.66","17843.38","899"
"abnb_1037377697360291726","Condominium (condo)","Entire home/apt","2","8/1/2025","0.806452","31","usd","2354","2354","94.16","390","8","25","6","0","Mexico","Yucatan","Merida","","Merida Nord-Oeste Zona 1","","21.04568","-89.63462","True","True","1037377697360291726","17106781","3739171","","Seaside Mexico Property","44297.58","1771.9","44121.14","7488"
"abnb_1037587280420085556","House","Private room","1","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Temozon Norte","","21.0621586111","-89.6162774786","True","True","1037587280420085556","515782737","","","","0","0","0","0"
"abnb_1037829091924383216","Townhouse","Private room","1","8/1/2025","0.375","16","usd","148","286.77","24.67","16","2","6","10","15","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9776987","-89.6373272","True","True","1037829091924383216","549161558","","","","2796.08","466.01","5374.92","296"
"abnb_1038426666547961614","House","Entire home/apt","2","8/1/2025","0.636364","11","usd","290","817.29","41.43","41","2","7","4","20","Mexico","Yucatan","Merida","","","","21.069","-89.66544","True","True","1038426666547961614","169305764","","","","5415.7","773.67","15318.53","785"
"abnb_1038450422588563283","House","Entire home/apt","2","8/1/2025","0.709677","31","usd","1360","1360","61.82","141","6","22","9","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9490094313","-89.6167762132","True","True","1038450422588563283","490848233","","","","25732.76","1169.67","25490.55","2903"
"abnb_16553541","Hostel","Private room","1","8/1/2025","0.166667","30","usd","418","431.93","83.6","0","4","5","25","1","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9733505249","-89.6233062744","True","True","16553541","43702199","","","","7835.91","1567.18","8095.75","0"
"abnb_20503730","House","Private room","1","8/1/2025","1","2","usd","44","682","22","10","1","2","0","29","Mexico","Yucatan","Merida","","Merida Centro Norte","","20.9758071899","-89.6349716187","True","True","20503730","111683241","","","","854.32","427.16","12782.76","206"
"abnb_1652300","House","Entire home/apt","2","8/1/2025","0","15","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.95491","-89.61653","True","True","1652300","8763340","","","","0","0","0","0"
"abnb_1350007749224580722","House","Entire home/apt","1","8/1/2025","0.16129","31","usd","279","279","55.8","72","2","5","26","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9633515214","-89.6335409637","True","True","1350007749224580722","142233176","","","","5288.66","1057.73","5229.31","1385"
"abnb_1350191477566016200","Guest house","Shared room","0","8/1/2025","0","0","usd","0","0","0","0","0","0","31","0","Mexico","Yucatan","Merida","","Merida Centro Sud","","20.9599269342","-89.6192507071","True","True","1350191477566016200","664112644","","","","0","0","0","0"
"abnb_1350429549107152613","Serviced apartment","Entire home/apt","1","8/1/2025","1","18","usd","630","770","35","0","1","18","9","4","Mexico","Yucatan","Merida","","Merida Norte Zona 1","","21.0332553712","-89.5934907079","True","True","1350429549107152613","201209483","","","","12043.08","669.06","14432.15","270"
"abnb_1350650037744033220","House","Entire home/apt","1","8/1/2025","0.142857","14","usd","70","155","35","18","1","2","12","17","Mexico","Yucatan","Merida","","Merida Sud Oeste","","20.9707832","-89.6816251","True","True","1350650037744033220","377724836","","","","1327.08","663.54","2905.17","356"
